"Global_Index", "x_coord", "y_coord", "Pressure", "Pressure_Coefficient", "Skin_Friction_Coefficient_X", "Skin_Friction_Coefficient_Y", "h"
672, 5.000000000000000e+01, -3.900000000000016e+01, -1.858101248003284e-01, -3.716202496006566e-01, 0.000000000000000e+00, -7.042859581423480e-07, 0.000000000000000e+00
673, 5.000000000000000e+01, -3.883333333333349e+01, -1.858072232772908e-01, -3.716144465545815e-01, 0.000000000000000e+00, -6.828839755499967e-07, 0.000000000000000e+00
674, 5.000000000000000e+01, -3.866666666666683e+01, -1.858498466559129e-01, -3.716996933118258e-01, 0.000000000000000e+00, -6.925800296730407e-07, 0.000000000000000e+00
675, 5.000000000000000e+01, -3.850000000000016e+01, -1.858379775423782e-01, -3.716759550847564e-01, 0.000000000000000e+00, -7.145877113920731e-07, 0.000000000000000e+00
676, 5.000000000000000e+01, -3.833333333333350e+01, -1.857737719623160e-01, -3.715475439246320e-01, 0.000000000000000e+00, -7.091927651930721e-07, 0.000000000000000e+00
677, 5.000000000000000e+01, -3.816666666666683e+01, -1.856833311431605e-01, -3.713666622863210e-01, 0.000000000000000e+00, -7.260203025451492e-07, 0.000000000000000e+00
678, 5.000000000000000e+01, -3.800000000000017e+01, -1.856367020661887e-01, -3.712734041323774e-01, 0.000000000000000e+00, -7.268948388091298e-07, 0.000000000000000e+00
679, 5.000000000000000e+01, -3.783333333333351e+01, -1.854684185434054e-01, -3.709368370868108e-01, 0.000000000000000e+00, -7.212684385563546e-07, 0.000000000000000e+00
680, 5.000000000000000e+01, -3.766666666666684e+01, -1.853661549478655e-01, -3.707323098957309e-01, 0.000000000000000e+00, -7.053612670545406e-07, 0.000000000000000e+00
681, 5.000000000000000e+01, -3.750000000000018e+01, -1.855057188811378e-01, -3.710114377622755e-01, 0.000000000000000e+00, -6.911887595518929e-07, 0.000000000000000e+00
682, 5.000000000000000e+01, -3.733333333333351e+01, -1.854629749952634e-01, -3.709259499905267e-01, 0.000000000000000e+00, -6.955074250684012e-07, 0.000000000000000e+00
683, 5.000000000000000e+01, -3.716666666666685e+01, -1.852637190222784e-01, -3.705274380445567e-01, 0.000000000000000e+00, -6.966759460339327e-07, 0.000000000000000e+00
684, 5.000000000000000e+01, -3.700000000000018e+01, -1.851653315226312e-01, -3.703306630452624e-01, 0.000000000000000e+00, -6.850259949847940e-07, 0.000000000000000e+00
685, 5.000000000000000e+01, -3.683333333333352e+01, -1.850693343724005e-01, -3.701386687448010e-01, 0.000000000000000e+00, -6.815239452429495e-07, 0.000000000000000e+00
686, 5.000000000000000e+01, -3.666666666666686e+01, -1.851142853671971e-01, -3.702285707343942e-01, 0.000000000000000e+00, -6.690609635339418e-07, 0.000000000000000e+00
687, 5.000000000000000e+01, -3.650000000000019e+01, -1.851434135023705e-01, -3.702868270047410e-01, 0.000000000000000e+00, -6.718226958728383e-07, 0.000000000000000e+00
688, 5.000000000000000e+01, -3.633333333333353e+01, -1.848873775736845e-01, -3.697747551473689e-01, 0.000000000000000e+00, -6.915962658995068e-07, 0.000000000000000e+00
689, 5.000000000000000e+01, -3.616666666666686e+01, -1.846838156700678e-01, -3.693676313401354e-01, 0.000000000000000e+00, -7.125265527736254e-07, 0.000000000000000e+00
690, 5.000000000000000e+01, -3.600000000000020e+01, -1.845262087844186e-01, -3.690524175688372e-01, 0.000000000000000e+00, -7.108841546746626e-07, 0.000000000000000e+00
691, 5.000000000000000e+01, -3.583333333333353e+01, -1.846105920220555e-01, -3.692211840441109e-01, 0.000000000000000e+00, -7.105619685871457e-07, 0.000000000000000e+00
692, 5.000000000000000e+01, -3.566666666666687e+01, -1.846129976924112e-01, -3.692259953848224e-01, 0.000000000000000e+00, -7.075919261518780e-07, 0.000000000000000e+00
693, 5.000000000000000e+01, -3.550000000000021e+01, -1.846123391663006e-01, -3.692246783326011e-01, 0.000000000000000e+00, -6.895170512455364e-07, 0.000000000000000e+00
694, 5.000000000000000e+01, -3.533333333333354e+01, -1.846450874964966e-01, -3.692901749929932e-01, 0.000000000000000e+00, -7.006853144147419e-07, 0.000000000000000e+00
695, 5.000000000000000e+01, -3.516666666666688e+01, -1.845880852867240e-01, -3.691761705734479e-01, 0.000000000000000e+00, -7.157890526610249e-07, 0.000000000000000e+00
696, 5.000000000000000e+01, -3.500000000000021e+01, -1.845712916541331e-01, -3.691425833082662e-01, 0.000000000000000e+00, -6.933285850092361e-07, 0.000000000000000e+00
697, 5.000000000000000e+01, -3.483333333333355e+01, -1.846452345143277e-01, -3.692904690286553e-01, 0.000000000000000e+00, -6.805402775491637e-07, 0.000000000000000e+00
698, 5.000000000000000e+01, -3.466666666666688e+01, -1.845613625989035e-01, -3.691227251978070e-01, 0.000000000000000e+00, -6.785894968008538e-07, 0.000000000000000e+00
699, 5.000000000000000e+01, -3.450000000000022e+01, -1.845418333795045e-01, -3.690836667590090e-01, 0.000000000000000e+00, -6.816839801405433e-07, 0.000000000000000e+00
700, 5.000000000000000e+01, -3.433333333333356e+01, -1.845389589831604e-01, -3.690779179663208e-01, 0.000000000000000e+00, -7.120785867418655e-07, 0.000000000000000e+00
701, 5.000000000000000e+01, -3.416666666666689e+01, -1.844380279605380e-01, -3.688760559210760e-01, 0.000000000000000e+00, -7.333285076195910e-07, 0.000000000000000e+00
702, 5.000000000000000e+01, -3.400000000000023e+01, -1.840815269214382e-01, -3.681630538428763e-01, 0.000000000000000e+00, -7.229612264753149e-07, 0.000000000000000e+00
703, 5.000000000000000e+01, -3.383333333333356e+01, -1.839971461798743e-01, -3.679942923597486e-01, 0.000000000000000e+00, -6.927960535133781e-07, 0.000000000000000e+00
704, 5.000000000000000e+01, -3.366666666666690e+01, -1.840885986173345e-01, -3.681771972346690e-01, 0.000000000000000e+00, -6.679179913547151e-07, 0.000000000000000e+00
705, 5.000000000000000e+01, -3.350000000000023e+01, -1.841018995467421e-01, -3.682037990934842e-01, 0.000000000000000e+00, -6.709322622227700e-07, 0.000000000000000e+00
706, 5.000000000000000e+01, -3.333333333333357e+01, -1.841017819752273e-01, -3.682035639504546e-01, 0.000000000000000e+00, -6.732537208021910e-07, 0.000000000000000e+00
707, 5.000000000000000e+01, -3.316666666666691e+01, -1.840574872426261e-01, -3.681149744852522e-01, 0.000000000000000e+00, -6.896517021064393e-07, 0.000000000000000e+00
708, 5.000000000000000e+01, -3.300000000000024e+01, -1.839446731243045e-01, -3.678893462486089e-01, 0.000000000000000e+00, -6.936677382114833e-07, 0.000000000000000e+00
709, 5.000000000000000e+01, -3.283333333333358e+01, -1.838091900863001e-01, -3.676183801726002e-01, 0.000000000000000e+00, -6.951546991428140e-07, 0.000000000000000e+00
710, 5.000000000000000e+01, -3.266666666666691e+01, -1.837937561743294e-01, -3.675875123486588e-01, 0.000000000000000e+00, -6.661792169621682e-07, 0.000000000000000e+00
711, 5.000000000000000e+01, -3.250000000000025e+01, -1.840585838106517e-01, -3.681171676213034e-01, 0.000000000000000e+00, -6.297529892995909e-07, 0.000000000000000e+00
712, 5.000000000000000e+01, -3.233333333333358e+01, -1.840676687708369e-01, -3.681353375416738e-01, 0.000000000000000e+00, -6.271748048641498e-07, 0.000000000000000e+00
713, 5.000000000000000e+01, -3.216666666666692e+01, -1.838172942706147e-01, -3.676345885412294e-01, 0.000000000000000e+00, -6.337595337532293e-07, 0.000000000000000e+00
714, 5.000000000000000e+01, -3.200000000000026e+01, -1.836572976016875e-01, -3.673145952033749e-01, 0.000000000000000e+00, -6.548300631219977e-07, 0.000000000000000e+00
715, 5.000000000000000e+01, -3.183333333333359e+01, -1.837154500139339e-01, -3.674309000278678e-01, 0.000000000000000e+00, -6.899660844050376e-07, 0.000000000000000e+00
716, 5.000000000000000e+01, -3.166666666666692e+01, -1.836291052594997e-01, -3.672582105189994e-01, 0.000000000000000e+00, -6.979706536688829e-07, 0.000000000000000e+00
717, 5.000000000000000e+01, -3.150000000000025e+01, -1.834718484842558e-01, -3.669436969685115e-01, 0.000000000000000e+00, -7.210763454922905e-07, 0.000000000000000e+00
718, 5.000000000000000e+01, -3.133333333333358e+01, -1.834187422127541e-01, -3.668374844255081e-01, 0.000000000000000e+00, -7.126847035265550e-07, 0.000000000000000e+00
719, 5.000000000000000e+01, -3.116666666666692e+01, -1.833767271398367e-01, -3.667534542796734e-01, 0.000000000000000e+00, -7.108039809191786e-07, 0.000000000000000e+00
720, 5.000000000000000e+01, -3.100000000000025e+01, -1.832355755265178e-01, -3.664711510530355e-01, 0.000000000000000e+00, -7.270010454875735e-07, 0.000000000000000e+00
721, 5.000000000000000e+01, -3.083333333333358e+01, -1.831441285197861e-01, -3.662882570395722e-01, 0.000000000000000e+00, -7.131014495758570e-07, 0.000000000000000e+00
722, 5.000000000000000e+01, -3.066666666666691e+01, -1.829920673079465e-01, -3.659841346158929e-01, 0.000000000000000e+00, -7.054703812533382e-07, 0.000000000000000e+00
723, 5.000000000000000e+01, -3.050000000000025e+01, -1.829308960963338e-01, -3.658617921926676e-01, 0.000000000000000e+00, -6.904589387289416e-07, 0.000000000000000e+00
724, 5.000000000000000e+01, -3.033333333333358e+01, -1.829872417974671e-01, -3.659744835949341e-01, 0.000000000000000e+00, -6.779600105058795e-07, 0.000000000000000e+00
725, 5.000000000000000e+01, -3.016666666666691e+01, -1.829393098278557e-01, -3.658786196557113e-01, 0.000000000000000e+00, -6.780397158830150e-07, 0.000000000000000e+00
726, 5.000000000000000e+01, -3.000000000000024e+01, -1.830585916707790e-01, -3.661171833415579e-01, 0.000000000000000e+00, -6.642752704002623e-07, 0.000000000000000e+00
727, 5.000000000000000e+01, -2.983333333333357e+01, -1.831800725124539e-01, -3.663601450249078e-01, 0.000000000000000e+00, -6.576127572943643e-07, 0.000000000000000e+00
728, 5.000000000000000e+01, -2.966666666666691e+01, -1.829741868140620e-01, -3.659483736281239e-01, 0.000000000000000e+00, -6.684195796156664e-07, 0.000000000000000e+00
729, 5.000000000000000e+01, -2.950000000000024e+01, -1.828525160118850e-01, -3.657050320237699e-01, 0.000000000000000e+00, -6.784420997671756e-07, 0.000000000000000e+00
730, 5.000000000000000e+01, -2.933333333333357e+01, -1.828935960830428e-01, -3.657871921660855e-01, 0.000000000000000e+00, -6.495722583044222e-07, 0.000000000000000e+00
731, 5.000000000000000e+01, -2.916666666666690e+01, -1.832206857641529e-01, -3.664413715283058e-01, 0.000000000000000e+00, -6.158470171106562e-07, 0.000000000000000e+00
732, 5.000000000000000e+01, -2.900000000000023e+01, -1.833360059770002e-01, -3.666720119540003e-01, 0.000000000000000e+00, -6.051248432653565e-07, 0.000000000000000e+00
733, 5.000000000000000e+01, -2.883333333333357e+01, -1.831786091848965e-01, -3.663572183697930e-01, 0.000000000000000e+00, -6.016747764577312e-07, 0.000000000000000e+00
734, 5.000000000000000e+01, -2.866666666666690e+01, -1.832605457899248e-01, -3.665210915798496e-01, 0.000000000000000e+00, -6.016649204678078e-07, 0.000000000000000e+00
735, 5.000000000000000e+01, -2.850000000000023e+01, -1.834122123591233e-01, -3.668244247182465e-01, 0.000000000000000e+00, -6.181885173500069e-07, 0.000000000000000e+00
736, 5.000000000000000e+01, -2.833333333333356e+01, -1.831881467253651e-01, -3.663762934507301e-01, 0.000000000000000e+00, -6.451783205152766e-07, 0.000000000000000e+00
737, 5.000000000000000e+01, -2.816666666666690e+01, -1.829909991965256e-01, -3.659819983930512e-01, 0.000000000000000e+00, -6.877094578614588e-07, 0.000000000000000e+00
738, 5.000000000000000e+01, -2.800000000000023e+01, -1.829495937676157e-01, -3.658991875352313e-01, 0.000000000000000e+00, -6.928839785252235e-07, 0.000000000000000e+00
739, 5.000000000000000e+01, -2.783333333333356e+01, -1.829613619957567e-01, -3.659227239915133e-01, 0.000000000000000e+00, -6.901150969968724e-07, 0.000000000000000e+00
740, 5.000000000000000e+01, -2.766666666666689e+01, -1.828734916265282e-01, -3.657469832530564e-01, 0.000000000000000e+00, -6.888842854864384e-07, 0.000000000000000e+00
741, 5.000000000000000e+01, -2.750000000000022e+01, -1.827831591207315e-01, -3.655663182414629e-01, 0.000000000000000e+00, -6.577052915734246e-07, 0.000000000000000e+00
742, 5.000000000000000e+01, -2.733333333333356e+01, -1.825519337910983e-01, -3.651038675821965e-01, 0.000000000000000e+00, -6.392238916149508e-07, 0.000000000000000e+00
743, 5.000000000000000e+01, -2.716666666666689e+01, -1.826058181362367e-01, -3.652116362724734e-01, 0.000000000000000e+00, -6.469962465784577e-07, 0.000000000000000e+00
744, 5.000000000000000e+01, -2.700000000000022e+01, -1.827944163397934e-01, -3.655888326795868e-01, 0.000000000000000e+00, -6.737533199284784e-07, 0.000000000000000e+00
745, 5.000000000000000e+01, -2.683333333333355e+01, -1.827330225837718e-01, -3.654660451675435e-01, 0.000000000000000e+00, -6.999127676265815e-07, 0.000000000000000e+00
746, 5.000000000000000e+01, -2.666666666666688e+01, -1.826692877579838e-01, -3.653385755159675e-01, 0.000000000000000e+00, -7.071840945718974e-07, 0.000000000000000e+00
747, 5.000000000000000e+01, -2.650000000000022e+01, -1.825755562166634e-01, -3.651511124333268e-01, 0.000000000000000e+00, -7.230895510970184e-07, 0.000000000000000e+00
748, 5.000000000000000e+01, -2.633333333333355e+01, -1.824563805894082e-01, -3.649127611788163e-01, 0.000000000000000e+00, -7.277835992763767e-07, 0.000000000000000e+00
749, 5.000000000000000e+01, -2.616666666666688e+01, -1.822812610895699e-01, -3.645625221791396e-01, 0.000000000000000e+00, -7.339548886618842e-07, 0.000000000000000e+00
750, 5.000000000000000e+01, -2.600000000000021e+01, -1.821680078848341e-01, -3.643360157696682e-01, 0.000000000000000e+00, -7.237209688922770e-07, 0.000000000000000e+00
751, 5.000000000000000e+01, -2.583333333333355e+01, -1.823043378112930e-01, -3.646086756225859e-01, 0.000000000000000e+00, -7.176653744069550e-07, 0.000000000000000e+00
752, 5.000000000000000e+01, -2.566666666666688e+01, -1.823283049272246e-01, -3.646566098544492e-01, 0.000000000000000e+00, -7.202581599848311e-07, 0.000000000000000e+00
753, 5.000000000000000e+01, -2.550000000000021e+01, -1.821161445194955e-01, -3.642322890389909e-01, 0.000000000000000e+00, -7.123590294957652e-07, 0.000000000000000e+00
754, 5.000000000000000e+01, -2.533333333333354e+01, -1.820109743945504e-01, -3.640219487891008e-01, 0.000000000000000e+00, -7.013999605846508e-07, 0.000000000000000e+00
755, 5.000000000000000e+01, -2.516666666666687e+01, -1.819913234739598e-01, -3.639826469479196e-01, 0.000000000000000e+00, -6.916238114178144e-07, 0.000000000000000e+00
756, 5.000000000000000e+01, -2.500000000000020e+01, -1.820807722338515e-01, -3.641615444677030e-01, 0.000000000000000e+00, -6.632936218042452e-07, 0.000000000000000e+00
757, 5.000000000000000e+01, -2.483333333333354e+01, -1.822170918148898e-01, -3.644341836297795e-01, 0.000000000000000e+00, -6.570636273950063e-07, 0.000000000000000e+00
758, 5.000000000000000e+01, -2.466666666666687e+01, -1.821978823480861e-01, -3.643957646961722e-01, 0.000000000000000e+00, -6.653808025205826e-07, 0.000000000000000e+00
759, 5.000000000000000e+01, -2.450000000000020e+01, -1.822515415609724e-01, -3.645030831219448e-01, 0.000000000000000e+00, -6.853936383735330e-07, 0.000000000000000e+00
760, 5.000000000000000e+01, -2.433333333333353e+01, -1.821691681814994e-01, -3.643383363629987e-01, 0.000000000000000e+00, -7.260904503552082e-07, 0.000000000000000e+00
761, 5.000000000000000e+01, -2.416666666666686e+01, -1.819757402570155e-01, -3.639514805140309e-01, 0.000000000000000e+00, -7.402771153863633e-07, 0.000000000000000e+00
762, 5.000000000000000e+01, -2.400000000000020e+01, -1.817872119128127e-01, -3.635744238256253e-01, 0.000000000000000e+00, -7.375077501930848e-07, 0.000000000000000e+00
763, 5.000000000000000e+01, -2.383333333333353e+01, -1.816765374994576e-01, -3.633530749989152e-01, 0.000000000000000e+00, -7.531075854724851e-07, 0.000000000000000e+00
764, 5.000000000000000e+01, -2.366666666666686e+01, -1.814760460550605e-01, -3.629520921101210e-01, 0.000000000000000e+00, -7.643440125508200e-07, 0.000000000000000e+00
765, 5.000000000000000e+01, -2.350000000000020e+01, -1.813794437937473e-01, -3.627588875874946e-01, 0.000000000000000e+00, -7.424260167980446e-07, 0.000000000000000e+00
766, 5.000000000000000e+01, -2.333333333333353e+01, -1.814182005200444e-01, -3.628364010400887e-01, 0.000000000000000e+00, -7.361247282466479e-07, 0.000000000000000e+00
767, 5.000000000000000e+01, -2.316666666666686e+01, -1.813345295749811e-01, -3.626690591499621e-01, 0.000000000000000e+00, -7.382852927723786e-07, 0.000000000000000e+00
768, 5.000000000000000e+01, -2.300000000000020e+01, -1.812454753370334e-01, -3.624909506740667e-01, 0.000000000000000e+00, -7.095777614099246e-07, 0.000000000000000e+00
769, 5.000000000000000e+01, -2.283333333333352e+01, -1.813439080749010e-01, -3.626878161498019e-01, 0.000000000000000e+00, -6.873777403331328e-07, 0.000000000000000e+00
770, 5.000000000000000e+01, -2.266666666666686e+01, -1.814638035018732e-01, -3.629276070037464e-01, 0.000000000000000e+00, -6.724493394001428e-07, 0.000000000000000e+00
771, 5.000000000000000e+01, -2.250000000000019e+01, -1.813532429827082e-01, -3.627064859654163e-01, 0.000000000000000e+00, -6.679135523034925e-07, 0.000000000000000e+00
772, 5.000000000000000e+01, -2.233333333333352e+01, -1.814632270633325e-01, -3.629264541266649e-01, 0.000000000000000e+00, -6.828206965647041e-07, 0.000000000000000e+00
773, 5.000000000000000e+01, -2.216666666666685e+01, -1.814117949425113e-01, -3.628235898850226e-01, 0.000000000000000e+00, -7.373243528939029e-07, 0.000000000000000e+00
774, 5.000000000000000e+01, -2.200000000000018e+01, -1.811695145452128e-01, -3.623390290904255e-01, 0.000000000000000e+00, -7.811522002497006e-07, 0.000000000000000e+00
775, 5.000000000000000e+01, -2.183333333333352e+01, -1.810999456017082e-01, -3.621998912034163e-01, 0.000000000000000e+00, -7.690928241085940e-07, 0.000000000000000e+00
776, 5.000000000000000e+01, -2.166666666666685e+01, -1.810247121021315e-01, -3.620494242042629e-01, 0.000000000000000e+00, -7.558640088086255e-07, 0.000000000000000e+00
777, 5.000000000000000e+01, -2.150000000000018e+01, -1.808542332420674e-01, -3.617084664841347e-01, 0.000000000000000e+00, -7.649366977300815e-07, 0.000000000000000e+00
778, 5.000000000000000e+01, -2.133333333333351e+01, -1.807723337984756e-01, -3.615446675969512e-01, 0.000000000000000e+00, -7.360847548093874e-07, 0.000000000000000e+00
779, 5.000000000000000e+01, -2.116666666666685e+01, -1.807992023703630e-01, -3.615984047407260e-01, 0.000000000000000e+00, -7.067127437293234e-07, 0.000000000000000e+00
780, 5.000000000000000e+01, -2.100000000000018e+01, -1.808591015356112e-01, -3.617182030712224e-01, 0.000000000000000e+00, -6.997583943206691e-07, 0.000000000000000e+00
781, 5.000000000000000e+01, -2.083333333333351e+01, -1.808142752807065e-01, -3.616285505614130e-01, 0.000000000000000e+00, -6.974450386344023e-07, 0.000000000000000e+00
782, 5.000000000000000e+01, -2.066666666666684e+01, -1.809479775175508e-01, -3.618959550351015e-01, 0.000000000000000e+00, -6.999023738663814e-07, 0.000000000000000e+00
783, 5.000000000000000e+01, -2.050000000000018e+01, -1.808840220109527e-01, -3.617680440219053e-01, 0.000000000000000e+00, -7.453065340729723e-07, 0.000000000000000e+00
784, 5.000000000000000e+01, -2.033333333333351e+01, -1.806375669714002e-01, -3.612751339428004e-01, 0.000000000000000e+00, -7.764845369041917e-07, 0.000000000000000e+00
785, 5.000000000000000e+01, -2.016666666666684e+01, -1.804959525761636e-01, -3.609919051523272e-01, 0.000000000000000e+00, -7.635049289484420e-07, 0.000000000000000e+00
786, 5.000000000000000e+01, -2.000000000000017e+01, -1.804319520945858e-01, -3.608639041891715e-01, 0.000000000000000e+00, -7.556215207243154e-07, 0.000000000000000e+00
787, 5.000000000000000e+01, -1.983333333333350e+01, -1.802709355494314e-01, -3.605418710988627e-01, 0.000000000000000e+00, -7.571403307577881e-07, 0.000000000000000e+00
788, 5.000000000000000e+01, -1.966666666666683e+01, -1.801228525732762e-01, -3.602457051465523e-01, 0.000000000000000e+00, -7.289036575451660e-07, 0.000000000000000e+00
789, 5.000000000000000e+01, -1.950000000000017e+01, -1.801604930370209e-01, -3.603209860740418e-01, 0.000000000000000e+00, -7.047238419759976e-07, 0.000000000000000e+00
790, 5.000000000000000e+01, -1.933333333333350e+01, -1.802165078772942e-01, -3.604330157545882e-01, 0.000000000000000e+00, -6.893045655996137e-07, 0.000000000000000e+00
791, 5.000000000000000e+01, -1.916666666666683e+01, -1.800807649477969e-01, -3.601615298955938e-01, 0.000000000000000e+00, -6.863143413025836e-07, 0.000000000000000e+00
792, 5.000000000000000e+01, -1.900000000000016e+01, -1.802314131844302e-01, -3.604628263688603e-01, 0.000000000000000e+00, -6.958487669391127e-07, 0.000000000000000e+00
793, 5.000000000000000e+01, -1.883333333333350e+01, -1.801926934724400e-01, -3.603853869448800e-01, 0.000000000000000e+00, -7.423438000874242e-07, 0.000000000000000e+00
794, 5.000000000000000e+01, -1.866666666666683e+01, -1.799775295460702e-01, -3.599550590921403e-01, 0.000000000000000e+00, -7.803269269836841e-07, 0.000000000000000e+00
795, 5.000000000000000e+01, -1.850000000000016e+01, -1.799644748891695e-01, -3.599289497783389e-01, 0.000000000000000e+00, -7.638244023729941e-07, 0.000000000000000e+00
796, 5.000000000000000e+01, -1.833333333333349e+01, -1.799616243420683e-01, -3.599232486841366e-01, 0.000000000000000e+00, -7.497972120608381e-07, 0.000000000000000e+00
797, 5.000000000000000e+01, -1.816666666666682e+01, -1.798484811670113e-01, -3.596969623340225e-01, 0.000000000000000e+00, -7.612891908772685e-07, 0.000000000000000e+00
798, 5.000000000000000e+01, -1.800000000000016e+01, -1.797978797409031e-01, -3.595957594818061e-01, 0.000000000000000e+00, -7.370873589337713e-07, 0.000000000000000e+00
799, 5.000000000000000e+01, -1.783333333333349e+01, -1.798355625169709e-01, -3.596711250339418e-01, 0.000000000000000e+00, -7.116145340982531e-07, 0.000000000000000e+00
800, 5.000000000000000e+01, -1.766666666666682e+01, -1.798852117403432e-01, -3.597704234806863e-01, 0.000000000000000e+00, -7.041361494570575e-07, 0.000000000000000e+00
801, 5.000000000000000e+01, -1.750000000000015e+01, -1.798295930873271e-01, -3.596591861746541e-01, 0.000000000000000e+00, -6.987628970266138e-07, 0.000000000000000e+00
802, 5.000000000000000e+01, -1.733333333333348e+01, -1.799590780207064e-01, -3.599181560414128e-01, 0.000000000000000e+00, -6.972379628996409e-07, 0.000000000000000e+00
803, 5.000000000000000e+01, -1.716666666666682e+01, -1.798704968023401e-01, -3.597409936046802e-01, 0.000000000000000e+00, -7.450116664586386e-07, 0.000000000000000e+00
804, 5.000000000000000e+01, -1.700000000000015e+01, -1.796478780066992e-01, -3.592957560133982e-01, 0.000000000000000e+00, -7.814472436214413e-07, 0.000000000000000e+00
805, 5.000000000000000e+01, -1.683333333333348e+01, -1.794944156415612e-01, -3.589888312831223e-01, 0.000000000000000e+00, -7.670240623442232e-07, 0.000000000000000e+00
806, 5.000000000000000e+01, -1.666666666666681e+01, -1.794142487235271e-01, -3.588284974470541e-01, 0.000000000000000e+00, -7.592344711764867e-07, 0.000000000000000e+00
807, 5.000000000000000e+01, -1.650000000000015e+01, -1.792429607599891e-01, -3.584859215199782e-01, 0.000000000000000e+00, -7.609804676013756e-07, 0.000000000000000e+00
808, 5.000000000000000e+01, -1.633333333333348e+01, -1.790879389056924e-01, -3.581758778113848e-01, 0.000000000000000e+00, -7.327537596311693e-07, 0.000000000000000e+00
809, 5.000000000000000e+01, -1.616666666666681e+01, -1.791162743829300e-01, -3.582325487658600e-01, 0.000000000000000e+00, -7.091321190688364e-07, 0.000000000000000e+00
810, 5.000000000000000e+01, -1.600000000000014e+01, -1.791738109109071e-01, -3.583476218218141e-01, 0.000000000000000e+00, -6.959443258279521e-07, 0.000000000000000e+00
811, 5.000000000000000e+01, -1.583333333333348e+01, -1.790500888272945e-01, -3.581001776545889e-01, 0.000000000000000e+00, -6.973071302373844e-07, 0.000000000000000e+00
812, 5.000000000000000e+01, -1.566666666666681e+01, -1.792292950460897e-01, -3.584585900921793e-01, 0.000000000000000e+00, -7.222932990371631e-07, 0.000000000000000e+00
813, 5.000000000000000e+01, -1.550000000000015e+01, -1.793449368580199e-01, -3.586898737160397e-01, 0.000000000000000e+00, -7.728751105117739e-07, 0.000000000000000e+00
814, 5.000000000000000e+01, -1.533333333333348e+01, -1.791005489646915e-01, -3.582010979293829e-01, 0.000000000000000e+00, -7.991953471941857e-07, 0.000000000000000e+00
815, 5.000000000000000e+01, -1.516666666666681e+01, -1.790376730991320e-01, -3.580753461982640e-01, 0.000000000000000e+00, -7.812026551346011e-07, 0.000000000000000e+00
816, 5.000000000000000e+01, -1.500000000000015e+01, -1.789817689822166e-01, -3.579635379644331e-01, 0.000000000000000e+00, -7.659213133780337e-07, 0.000000000000000e+00
817, 5.000000000000000e+01, -1.483333333333348e+01, -1.788281200798036e-01, -3.576562401596072e-01, 0.000000000000000e+00, -7.737453002394687e-07, 0.000000000000000e+00
818, 5.000000000000000e+01, -1.466666666666681e+01, -1.787635675667839e-01, -3.575271351335678e-01, 0.000000000000000e+00, -7.437989114103174e-07, 0.000000000000000e+00
819, 5.000000000000000e+01, -1.450000000000015e+01, -1.788004951161388e-01, -3.576009902322776e-01, 0.000000000000000e+00, -7.147966826132248e-07, 0.000000000000000e+00
820, 5.000000000000000e+01, -1.433333333333348e+01, -1.788594925340150e-01, -3.577189850680298e-01, 0.000000000000000e+00, -7.095194179746924e-07, 0.000000000000000e+00
821, 5.000000000000000e+01, -1.416666666666682e+01, -1.788196204293225e-01, -3.576392408586449e-01, 0.000000000000000e+00, -7.095263542937631e-07, 0.000000000000000e+00
822, 5.000000000000000e+01, -1.400000000000015e+01, -1.789761153700659e-01, -3.579522307401318e-01, 0.000000000000000e+00, -7.252722594986415e-07, 0.000000000000000e+00
823, 5.000000000000000e+01, -1.383333333333348e+01, -1.790694409789317e-01, -3.581388819578633e-01, 0.000000000000000e+00, -7.714274811272214e-07, 0.000000000000000e+00
824, 5.000000000000000e+01, -1.366666666666682e+01, -1.788094814074332e-01, -3.576189628148664e-01, 0.000000000000000e+00, -7.866393583642967e-07, 0.000000000000000e+00
825, 5.000000000000000e+01, -1.350000000000015e+01, -1.786530909529555e-01, -3.573061819059110e-01, 0.000000000000000e+00, -7.688415595327878e-07, 0.000000000000000e+00
826, 5.000000000000000e+01, -1.333333333333349e+01, -1.785803256427713e-01, -3.571606512855425e-01, 0.000000000000000e+00, -7.594006107632432e-07, 0.000000000000000e+00
827, 5.000000000000000e+01, -1.316666666666682e+01, -1.784141599512752e-01, -3.568283199025503e-01, 0.000000000000000e+00, -7.603532861419361e-07, 0.000000000000000e+00
828, 5.000000000000000e+01, -1.300000000000015e+01, -1.782569097441520e-01, -3.565138194883039e-01, 0.000000000000000e+00, -7.327008040751714e-07, 0.000000000000000e+00
829, 5.000000000000000e+01, -1.283333333333349e+01, -1.782758254941152e-01, -3.565516509882303e-01, 0.000000000000000e+00, -7.099978440106405e-07, 0.000000000000000e+00
830, 5.000000000000000e+01, -1.266666666666682e+01, -1.783000808808274e-01, -3.566001617616548e-01, 0.000000000000000e+00, -6.984312800541353e-07, 0.000000000000000e+00
831, 5.000000000000000e+01, -1.250000000000015e+01, -1.781232806775701e-01, -3.562465613551402e-01, 0.000000000000000e+00, -6.990785283589648e-07, 0.000000000000000e+00
832, 5.000000000000000e+01, -1.233333333333349e+01, -1.781601654161074e-01, -3.563203308322147e-01, 0.000000000000000e+00, -7.242137664029851e-07, 0.000000000000000e+00
